,Unnamed: 0,level_0,index,pl_name,planet_status,pl_massj,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,pl_radj,radius_error_min,radius_error_max,pl_orbper,orbital_period_error_min,orbital_period_error_max,pl_orbsmax,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,sy_vmag,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,st_mass,star_mass_error_min,star_mass_error_max,st_rad,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,st_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_tefferr1,st_tefferr2,st_tefflim,st_raderr1,st_raderr2,st_radlim,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,decstr,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,_merge,signal_percent
255,255,364,364,Qatar-9 b,Confirmed,1.19,0.16,0.16,,,,1.009,0.014,0.014,1.540731,3.8e-05,3.8e-05,0.0234,0.003,0.003,0.0,,,89.23,0.64,0.64,,2019.0,2019-03-25,,,,,,,,,,2458227.75643,0.00027,0.00027,,,,,,,0.097,0.079,0.079,,,,249.0,35.0,35.0,1134.0,9.0,9.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Qatar-9,160.748083353,60.964166697,14.1,,,,,211.4,1.6,1.6,0.25,0.08,0.08,0.719,0.024,0.024,0.696,0.008,0.008,K5V,7.5,4.5,4.5,4309.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.016273642646502214
256,256,368,368,TOI-1259A b,Confirmed,0.441,0.049,0.049,,,,1.022,0.03,0.03,3.47798,1.9e-06,1.9e-06,0.0407,0.00114,0.00114,0.0,,,89.7,0.26,0.2,,2021.0,2021-01-11,,,,,,,,,,2458686.700531,0.000104,9.7e-05,,,,,,,0.065,0.044,0.055,,,,72.0,6.4,6.8,963.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-1259A,282.100000008,79.256111121,,,,,,118.11,0.37,0.37,-0.5,0.5,0.5,0.68,0.01,0.1,0.739,0.031,0.031,,,,,4775.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.03504508707825689
258,258,370,370,TOI-1298 b,Confirmed,0.356,0.032,0.032,,,,0.841,0.021,0.021,4.537164,1.2e-05,1.2e-05,0.059,0.0023,0.0023,0.032,0.023,0.034,,,,,2021.0,2021-07-15,130.0,92.0,92.0,,,,,,,2458929.58558,0.00031,0.00031,,,,,,,0.16,0.11,0.13,,,,34.4,2.5,2.5,1388.0,24.0,24.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-1298,241.325000006,70.189722231,11.89,,,,,319.0,2.0,2.0,0.49,0.03,0.03,1.44,0.1,0.1,1.412,0.033,0.033,,1.6,0.9,0.9,5889.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.009382207303817714
259,259,371,371,TOI-1333 b,Confirmed,2.37,0.24,0.24,,,,1.396,0.056,0.056,4.720219,1.1e-05,1.1e-05,0.0626,0.0012,0.0012,0.073,0.052,0.092,85.7,0.65,1.3,,2021.0,2021-01-07,105.0,40.0,64.0,,,,,,,,,,,,,,,,0.504,0.19,0.085,,,,223.0,22.0,22.0,1679.0,35.0,35.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-1333,325.016666668,48.406944458,9.5,,,,,200.4,1.5,1.5,0.12,0.08,0.08,1.464,0.08,0.08,1.925,0.064,0.064,,2.33,0.56,0.71,6274.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.00418815443550072
260,260,373,373,TOI-1431 b/MASCARA-5 b,Confirmed,3.14,0.19,0.19,,,,1.508,0.062,0.062,2.65022,1e-05,1e-05,0.047,0.002,0.002,0.01,0.009,0.036,80.4,0.3,0.6,,2021.0,2021-04-27,260.0,160.0,10.0,,,,,,,2458739.17736,7e-05,7e-05,2458740.5013,0.0033,0.0025,204.7,11.3,16.1,0.881,0.004,0.003,,,,,,,2370.0,70.0,70.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 201033 b,,TOI-1431/MASCARA-5,316.204166683,55.588055571,8.0,,,,,149.6,1.1,1.1,0.43,0.28,0.2,1.9,0.1,0.1,1.92,0.07,0.07,AmC,0.29,0.19,0.32,7690.0,250.0,400.0,,,HD 201033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0056585280893267035
261,261,374,374,TOI-1478 b,Confirmed,0.847,0.048,0.052,,,,1.06,0.04,0.04,10.180249,1.5e-05,1.5e-05,0.0903,0.0013,0.0018,0.025,0.018,0.033,88.51,0.22,0.3,,2021.0,2021-01-07,100.0,130.0,130.0,,,,,,,,,,,,,,,,0.483,0.093,0.066,,,,82.2,4.0,4.0,918.0,11.0,11.0,,,,,,,Published in a refereed paper,Primary Transit,Timing,Primary Transit,,,TOI-1478,126.433333348,-13.559722241,10.8,,,,,153.0,1.0,1.0,0.08,0.07,0.07,0.946,0.04,0.06,1.05,0.03,0.03,,9.2,3.9,3.1,5595.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.009456054886585545
262,262,377,377,TOI-1601 b,Confirmed,0.99,0.11,0.11,,,,1.239,0.039,0.046,5.331751,1.1e-05,1.1e-05,0.06864,0.0075,0.0079,0.036,0.026,0.044,88.84,1.1,0.8,,2021.0,2021-01-07,180.0,100.0,110.0,,,,,,,,,,,,,,,,0.136,0.095,0.13,,,,87.3,9.9,9.2,1619.0,24.0,24.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-1601,38.362500009,41.013333344,10.7,,,,,336.0,5.0,5.0,0.329,0.075,0.075,1.517,0.049,0.053,2.186,0.063,0.074,,2.64,0.04,0.04,5948.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.005244321914577897
263,263,381,381,TOI-1789 b,Confirmed,0.7,0.16,0.16,,,,1.4,0.13,0.22,3.208666,1.6e-05,1.6e-05,0.04873,0.0016,0.00065,,,,78.36,0.59,0.37,,2021.0,2021-06-17,,,,,,,,,,2458873.65374,0.00072,0.00072,,,,,,,0.971,0.011,0.016,,,,72.0,17.0,17.0,1929.0,18.0,28.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,TOI-1789,142.741666686,26.540000016,9.7,,,,,223.55,0.9,0.9,0.37,0.098,0.073,1.499,0.15,0.061,2.172,0.0035,0.0037,,2.81,0.53,1.4,5984.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.012900105040448062
265,265,386,386,TOI-564 b,Confirmed,1.463,0.096,0.1,,,,1.02,0.29,0.71,1.651144,1.8e-05,1.8e-05,0.02734,0.00053,0.00061,0.072,0.05,0.083,78.38,0.85,0.71,,2019.0,2019-12-26,94.0,35.0,35.0,,,,,,,2458518.20381,0.00058,0.00058,,,,,,,0.994,0.049,0.083,,,,247.0,13.0,13.0,1714.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-564,130.295833337,-16.036388892,11.2,,,,,200.7,1.5,1.5,0.15,0.08,0.08,1.1,0.1,0.1,1.04,0.05,0.05,,7.3,3.6,3.6,5666.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0091072451488125
266,266,387,387,TOI-628 b,Confirmed,6.33,0.3,0.3,,,,1.06,0.034,0.06,3.4095675,7e-06,7e-06,0.0486,0.00094,0.0008,0.07,0.02,0.02,88.4,1.0,1.0,,2021.0,2021-01-07,286.0,15.0,15.0,,,,,,,,,,,,,,,,0.23,0.15,0.15,,,,713.0,22.0,22.0,1586.0,40.0,52.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 288842 b,,TOI-628,99.262500001,1.767500016,10.0,,,,,178.5,4.0,4.0,0.26,0.08,0.08,1.311,0.075,0.066,1.345,0.04,0.046,,1.28,0.9,1.6,6250.0,190.0,220.0,,,HD 288842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0013289109310985663
270,270,395,395,TrES-2 A b,Confirmed,1.253,0.052,0.052,,,,1.189,0.025,0.025,2.4706133738,1.87e-08,1.87e-08,0.03555,0.00075,0.00075,0.0,,,83.908,0.009,0.009,0.000162,2006.0,2020-04-20,,,,,,,,,,2453957.6355,1.29e-05,1.29e-05,,,,,,,,,,,,,,,,1455.0,,,,,,,,,Submitted to a professional journal,Primary Transit,,,"TrES-2, TrES-2 A b, Kepler-1 b",,TrES-2 A,286.8083333,49.3163889,11.41,,,,,220.0,10.0,10.0,-0.15,0.1,0.1,0.98,0.062,0.062,1.0,0.036,0.036,G0V,5.1,2.7,2.7,5850.0,50.0,50.0,,,TrES-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.016174620070044648
271,271,396,396,TrES-3 b,Confirmed,1.91,0.07,0.06,,,,1.305,0.09,0.09,1.30618608,3.8e-07,3.8e-07,0.0226,0.0013,0.0013,0.0,,,81.93,0.13,0.13,,2007.0,2019-04-12,,,,,,,,,,2454538.58069,0.00021,0.00021,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,TrES-3,,TrES-3,268.0291667,37.5461111,12.4,,,,,,,,-0.19,0.08,0.08,0.924,0.04,0.04,0.813,0.027,0.027,G,,,,5720.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.023469708219772782
272,272,397,397,TrES-4 b,Confirmed,0.917,0.07,0.07,,,,1.706,0.056,0.056,3.5539268,3.2e-06,3.2e-06,0.05084,0.0005,0.0005,0.0,,,82.81,0.37,0.37,0.000106,2007.0,2018-10-29,,,,,,,,,,2454230.90524,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,TrES-4,,TrES-4,268.3041667,37.2116667,11.592,,,,,479.0,26.0,26.0,0.14,0.09,0.09,1.388,0.042,0.042,1.798,0.052,0.052,F,2.9,0.3,0.3,6200.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.02399803398776211
273,273,398,398,TrES-5 b,Confirmed,1.778,0.063,0.063,,,,1.209,0.021,0.021,1.4822446,7e-07,7e-07,0.02446,0.0001069,0.0001069,,,,84.529,0.005,0.005,6.8e-05,2011.0,2018-10-29,,,,,,,,,,2455443.25153,0.0001069,0.0001069,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,TrES-5,,TrES-5,305.2208333,59.4491667,13.72,,,,,360.0,11.0,11.0,0.2,0.08,0.08,0.893,0.024,0.024,0.866,0.013,0.013,,7.38,1.87,1.87,5171.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.01584601822675931
274,274,399,399,WASP-1 b,Confirmed,0.947,0.028,0.028,,,,1.514,0.0473,0.0517,2.5199448,5e-07,5e-07,0.03958,0.00049,0.00047,0.0,0.0,0.013,90.0,2.9,0.0,,2006.0,2019-06-13,,,,,,,,,,2455530.3197,0.00016,0.00016,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-1,5.1666667,31.99,11.79,,,,,,,,,,,1.24,0.17,0.17,1.382,0.1,0.1,F7V,,,,6200.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.027316365074064382
275,275,400,400,WASP-10 b,Confirmed,3.16,0.23,0.23,,,,1.08,0.02,0.02,3.0927616,1.82e-05,1.82e-05,0.0371,0.0013,0.0013,0.057,0.005,0.005,86.8,0.5,0.5,0.000412,2008.0,2014-05-30,2.737,0.166,0.166,,,,,,,2454357.85803,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-10,348.9916667,31.4627778,12.7,,,,,90.0,20.0,20.0,0.03,0.2,0.2,0.71,0.071,0.071,0.783,0.043,0.043,K5,0.8,0.2,0.2,4675.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.005426748975659506
276,276,403,403,WASP-102 b,Confirmed,0.624,0.045,0.045,,,,1.259,0.016,0.016,2.709813,4e-06,5e-06,0.0401,0.0004,0.0004,,,,89.73,0.145,0.19,,2016.0,2016-08-16,,,,,,,,,,2456510.5872,0.0002,0.0002,,,,,,,0.03,0.02,0.05,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-102,336.464362517,15.8567472446,12.73,,,,,,,,0.09,0.19,0.19,1.167,0.035,0.035,1.331,0.012,0.013,G0,0.6,0.3,0.5,5940.0,140.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.02400729935656646
277,277,404,404,WASP-103 b,Confirmed,1.49,0.088,0.088,,,,1.528,0.047,0.073,0.925542,1.9e-05,1.9e-05,0.01985,0.00021,0.00021,,,,86.3,2.7,2.7,,2014.0,2020-08-10,,,,,,,,,,2456459.59957,0.00075,0.00075,,,,3.0,33.0,33.0,,,,,,,,,,2508.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"H2O, K, Na",WASP-103,249.316666672,7.183333337,12.0,,,,,470.0,35.0,35.0,0.06,0.13,0.13,1.22,0.0039,0.0039,1.436,0.052,0.031,F8V,4.0,1.0,1.0,6110.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.02344858394712886
278,278,405,405,WASP-104 b,Confirmed,1.272,0.047,0.047,,,,1.137,0.037,0.037,1.7554137,3.6e-06,1.8e-06,0.02918,0.00045,0.00045,0.0,0.0,0.06,83.63,0.25,0.25,,2014.0,2018-04-17,,,,,,,,,,2456406.11126,0.00012,0.00012,,,,,,,,,,,,,,,,1516.0,,,,,0.03,0.0,0.03,,Published in a refereed paper,Primary Transit,,,,,WASP-104,160.602541675,7.4350833434,11.12,,,,,143.0,10.0,10.0,0.32,0.09,0.09,1.02,0.09,0.09,0.93,0.23,0.23,G8,,,,5450.0,130.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.015974499136796744
279,279,407,407,WASP-106 b,Confirmed,1.925,0.076,0.076,,,,1.085,0.028,0.046,9.289715,1e-05,1e-05,0.0917,0.0014,0.0014,0.0,0.0,0.13,89.49,0.64,0.35,,2014.0,2016-01-10,,,,,,,,,,2456649.54972,0.00033,0.00033,,,,,,,,,,,,,,,,1140.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-106,166.429708348,-5.0794166782,11.21,,,,,283.0,21.0,21.0,-0.09,0.09,0.09,1.27,0.15,0.15,1.85,0.52,0.52,F9,,,,6000.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.002030350433031729
280,280,408,408,WASP-107 b,Confirmed,0.12,0.01,0.01,,,,0.94,0.02,0.02,5.72149,2e-06,2e-06,0.055,0.001,0.001,0.0,,,89.7,0.2,0.2,,2017.0,2021-01-05,,,,,,,,,,2456514.4106,0.0001,0.0001,,,,90.0,50.0,50.0,0.09,0.07,0.07,,,,17.0,2.0,2.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,He,WASP-107,188.387500011,-10.146111124,11.6,,,,,,,,0.02,0.1,0.1,0.69,0.05,0.05,0.66,0.02,0.02,K6,,,,4430.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.09475722302347264
281,281,410,410,WASP-109 b,Confirmed,0.91,0.13,0.13,0.91,0.13,0.13,1.443,0.053,0.053,3.3190233,4.2e-06,4.2e-06,0.0463,0.0011,0.0011,0.0,,,84.28,0.19,0.19,,2014.0,2016-01-10,,,,,,,,,,2456361.19263,0.00023,0.00023,,,,,,,0.737,,,,,,109.0,15.0,15.0,1695.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-109,232.054166671,-16.41083335,11.4,,,,,330.0,30.0,30.0,-0.22,0.08,0.08,1.203,0.09,0.09,1.346,0.044,0.044,F4,2.6,0.9,0.9,6520.0,140.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.024897207746071705
